Kennzeichen,Beispiel
RN,Durchflussbegrenzer
RNA,Durchflussbegrenzer für Flüssigkeiten durch einstellbare Mittel
RNA,Regelventil
RNA,Absperrhahn
RNA,Dusche
RNA,Duschkopf
RNB,Durchflussbegrenzer für Gase durch einstellbare Mittel
RNB,Regelklappe
RNB,einstellbare Düse
RNB,Lufteinlass
RNB,Luftauslass
RNB,Lüftereinlass
RNB,Lüfterauslass
RNC,Durchflussbegrenzer für Feststoffe durch einstellbare Mittel
RNC,Regelventil für Feststoffe
RND,Durchflussbegrenzer durch feste Mittel
RND,Diffusor
RND,feste Düse
RND,Messblende
RND,Dusche
RND,Duschkopf
RQ,Beschränkungsobjekt für die lokale Umgebung
RQ,Lokales Klimastabilisierungsobjekt
RQA,Lokales Klimastabilisierungsobjekt zum Beschränken einer thermischen oder akustischen Übertragung
RQA,Isolierung
RQA,Ausmauerung
RQB,"Lokales Klimastabilisierungsobjekt zum Stabilisieren eines Flüssigkeits, Feuchtigkeits, Wind oder Materialstroms"
RQB,Membran
RQB,Klimamembran
RQC,Lokales Klimastabilisierungsobjekt zum Stabilisieren und Abschirmen von Schall
RQC,Lärmschutzwand
RQC,Lärmschutz
RQC,Schallwand
RQD,"Lokales Klimastabilisierungsobjekt zum Beschränken von Wind, Niederschlag oder Strahlung"
RQD,Blende
RQE,Lokales Klimastabilisierungsobjekt durch Beschränken der Übertragung von Licht mithilfe von Textilien
RQE,Vorhang
RQF,"Lokales Klimastabilisierungsobjekt durch Beschränken der Übertragung von Licht mithilfe von eng aneinanderliegenden, einstellbaren Jalousien"
RQF,Jalousie
RQG,Lokales Klimastabilisierungsobjekt durch Beschränken der Übertragung von Licht mithilfe einer externen Abdeckung
RQG,Fensterläden
RQH,Lokales Klimastabilisierungsobjekt zum Verhindern von Unkrautwuchs
RQH,Unkrautbekämpfungsvlies
RQJ,Lokales Klimastabilisierungsobjekt zum Beschränken von Sicht und Schall
RQJ,Sichtschutzwand
RU,Begrenzungsobjekt zur Zutrittsbegrenzung
RU,Zutrittsbegrenzungsobjekt
RUA,"Zutrittsbegrenzungsobjekt mit horizontaler, länglichen Barriere mit vertikaler Ausdehnung"
RUA,Zaun
RUB,Zutrittsbegrenzungsobjekt mit beweglichem horizontalem Balken
RUB,Beweglicher Balken
RUB,Schranke
RUC,Zutrittsbegrenzungsobjekt mit drehender Barriere
RUC,Drehkreuz
RUC,Zutrittsverwaltungsgerät
RUC,Einwegetür
RUC,Torvorrichtung
RUC,Ticketdurchgang
RUD,Zutrittsbegrenzungsobjekt mit Barriere mit beschränkter horizontaler und vertikaler Ausdehnung
RUD,Absperrpfosten
RUE,Zutrittsbegrenzungsobjekt zum Formen eines Pfads
RUE,Nagerschutz
RUE,Rattenschutzgerät
RUE,Viehschutz
RUF,Zutrittsbegrenzungsobjekt in Form eines Netzes
RUF,Vogelnetz
SF,Objekt zur menschlichen Interaktion zur Interaktion mit dem Gesicht
SF,Gesichtinteraktionsgerät
SFA,Gesichtinteraktionsgerät zur Erkennung von Gesichtsaktivität
SFA,Augenfokuslesegerät
SFA,Augenbetätigung fürPositionierungsvorgänge
SFB,Gesichtinteraktionsgerät zur Gesichtserkennung
SFB,Gesichtserkennungsgerät
SG,Objekt zur menschlichen Interaktion zur Handbetätigung
SG,Handinteraktionsgerät
SGA,Handinteraktionsgerät zum Drehen
SGA,Drehgriff
SGA,Potentiometer
SGA,Drehschalter
SGB,Handinteraktionsgerät zum Greifen
SGB,Griffhebel
SGB,Aktivierungsgerät mit 2 oder3 Stellungen
SGB,Zweihandsteuerung
SGC,Handinteraktionsgerät zum Drücken
SGC,Schiebegriff
SGC,Notfallknopf
SGC,Zweihandsteuerung
SGD,Handinteraktionsgerät zur Hebelbetätigung
SGD,Hebelstange
SGE,Handinteraktionsgerät zum Ziehen
SGE,Zughebel
SGE,Notseilzug
SGE,mechanischer Hebel
SGF,Handbetätigungsgerät zum Drehen eines passenden Schließzylinders oder Schließmechanismus
SGF,Schlüssel
SGF,Schlüsselschalter
SH,Objekt zur menschlichen Interaktion zur Fußbedienung
SH,Fußinteraktionsgerät
SHA,Fußinteraktionsgerät zum Drücken mit dem Fuß
SHA,Pedalschalter
SHA,Aktivierungsgerät mit 2 oder3 Stellungen
SJ,Objekt zur menschlichen Interaktion zur Fingerbetätigung
SJ,Fingerinteraktionsgerät
SJA,Fingerinteraktionsgerät zur Hebelbetätigung
SJA,Kippschalter
SJA,Schalter mit zwei Stellungen
SJB,Fingerinteraktionsgerät zum Drücken
SJB,Druckknopf
SJB,Niederhalter
SJB,Tastatur
SJB,Druckschalter
SJC,Fingerinteraktionsgerät zum Berühren
SJC,Druckbetätiger
SJC,Schalter mit zwei Stellungen
SJC,Touchpad
SJD,Fingerinteraktionsgerät mit Drehrad zum Drehen nach vorn oder hinten
SJD,Drehrad
SK,Manuelles Interaktionsobjekt zum Bewegen bzw. Positionieren
SK,Bewegungsinteraktionsgerät
SKA,Bewegungsinteraktionsgerät mit beschränkten Positionierungsund Auswahlvorgängen
SKA,Joystick
SKA,Kugelmaus
SKB,Bewegungsinteraktionsgerät mit unbeschränkten Positionierungs und Auswahlvorgängen
SKB,Maus
SKB,Lichtstift
SZ,Objekt zur menschlichen Interaktion mit mehreren Interaktionsmitteln
SZ,Mehrfachinteraktionsgerät
SZA,"Mehrfachinteraktionsgerät, das manuelle Mittel einbezieht"
SZA,Bedienfeld
SZA,Gamepad
SZA,Gamecontroller
SZA,Joypad
TA,Transformierobjekt für elektrische Energie bei Beibehaltung von Wechsel oder Gleichstrom
TA,Stromtransformierendes Objekt
TAA,Stromtransformierendes Objekt zum Wechsel von Wechselstrom zu Wechselstrom ohne Veränderung der Frequenz
TAA,Transformator
TAA,Trenntransformator
TAB,Stromtransformierendes Objekt zum Wechsel von Gleichstrom zu Gleichstrom
TAB,Gleichspannungswandler
TAC,Stromtransformierendes Objekt zum Wechsel von Wechselstrom zu Wechselstrom mit Veränderung der Frequenz
TAC,Frequenzumrichter
TAC,Kraftantrieb
TAD,Stromtransformierendes Objekt zum Wechsel von Wechselstrom zu Wechselstrom mit Veränderung des Winkels zwischen Spannungen und Strömen
TAD,Phasenschieber
TB,Transformierobjekt für elektrische Energie mit Änderung zwischen Wechsel und Gleichstrom
TB,Stromkonvertierungsobjekt
TBA,Stromkonvertierungsobjekt zum Konvertieren von Wechselstrom zu Gleichstrom
TBA,Stromrichter
TBA,Stromversorgung
TBB,Stromkonvertierungsobjekt zum Konvertieren von Gleichstrom zu Wechselstrom
TBB,Wechselrichter
TBB,Stromversorgung
TBC,Stromkonvertierungsobjekt zum Konvertieren von Wechsel zu Gleichstrom oder von Gleichstrom zu Wechselstrom
TBC,Doppeltgerichteter Konverter
TC,Transformierobjekt für elektrische Energie von Wechsel und Gleichstrom zu Wechselstrom oder Gleichstrom
TC,Universelle Stromversorgung
TCA,Universelle Stromversorgung für Wechselstrom
TCA,Universelle wechselsstromversorgung
TCA,Stromversorgung
TCB,Universelle Stromversorgung für Gleichstrom
TCB,Universelle Gleichstromversorgung
TCB,Stromversorgung
TF,Transformierobjekt für Signale
TF,Signalkonvertierungsobjekt
TFA,Signalkonvertierungsobjekt zum Beibehalten der Signalform
TFA,Verstärker
TFB,Signalkonvertierungsobjekt zwischen verdrahteter und unverdrahteter Form
TFB,Signalantenne
TFB,Antenne
TFB,Funkantenne
TFB,induktivesignalantenne
TFB,IR Diode
TFB,IR Sender
TFB,Oszillator
TFB,RF Signalantenne
TFC,Signalkonvertierungsobjekt zwischen zwei verdrahteten Formen
TFC,Signalumformer
TFC,Optokoppler
TFC,Umformer
TFD,Signalkonvertierungsobjekt zwischen einer elektrischen und optischen Form
TFD,Optischer empfänger/messwertgeber
TFE,Signalkonvertierungsobjekt zwischen Schallwellen und elektrischen Signalen
TFE,Telefon
TFE,Handy
TFE,Mobiltelefon
TFE,Telefon
TL,Transformierobjekt für mechanische Energie
TL,Objekt zum Transformieren von mechanischer Energie
TLA,Objekt zum Transformieren von mechanischer Energie zur Veränderung der Geschwindigkeit
TLA,Getriebe
TLA,Automatikgetriebe
TLA,Regelkupplung
TLA,Schaltgetriebe
TLA,Drehzahlwandler
TLB,Objekt zum Transformieren von mechanischer Energie zur Veränderung des Drehmoments
TLB,Drehmomentwandler
TLC,Objekt zum Transformieren von mechanischer Energie zur Veränderung der Kraft
TLC,Hebel
TM,Transformierobjekt für Materie durch Massereduktion
TM,Massereduktionsobjekt
TMA,Massereduktionsobjekt für mechanische Prozesse
TMA,Bohrmaschine
TMA,Bohrer
TMA,Schleifmaschine
TMA,Stanzmaschine
TMA,Säge
TMA,Drehmaschine
TMB,Massereduktionsobjekt für thermische Prozesse
TMB,Thermische Trennvorrichtung
TMB,Elektronenentladungs Sägemaschine
TMB,Gasschneidemaschine
TMB,Plasmabogen Schneidemaschine
TMC,Massereduktionsobjekt für chemische Prozesse
TMC,Ätzmaschine
TMC,chemisches Eintauchgerät
TMC,chemisches Sprühgerät
TP,Transformierobjekt für Materie durch Formänderung
TP,Materieumformungsobjekt
TPA,Materieumformungsobjekt zum Schmieden
TPA,Schmiedemaschine
TPA,Kalteschmiedemaschine
TPA,Warmschmiedemaschine
TPB,Materieumformungsobjekt zum Extrudieren
TPB,Strangpresse
TPC,Materieumformungsobjekt zum Ziehen
TPC,Drahtziehmaschine
TPC,Rohrziehmaschine
TPD,Materieumformungsobjekt durch Rollen oder Walzen
TPD,Walzmaschine
TPD,Rändelmaschine
TPD,Blechwalze
TPD,Schermaschine
TPD,Gewindeerzeugungsmaschine
TPE,Materieumformungsobjekt zum Biegen
TPE,Biegemaschine
TPE,Bördelmaschine
TPE,Verschließmaschine
TPF,Materieumformungsobjekt zum Erzeugen einer hohen Energierate
TPF,Elektromagnetische umformmaschine
TPF,elektrohydraulische Umformmaschine
TPF,Explosionsumformmaschine
TR,Transformierobjekt für Strahlung durch Photosynthese
TR,Pflanze
TRA,Pflanze mit einem einzelnen hölzernen Stamm
TRA,Baum
TRB,Pflanze mit mehreren hölzernen Stämmen
TRB,Strauch
TRB,Busch
TRC,Pflanze mit langen Trieben und Kletterorganen
TRC,Ranker
TRD,"Pflanze, die nicht hölzern oder nur geringfügig hölzern ist"
TRD,Kraut
TRD,Blume
TRD,Gras
TRD,Gemüsepflanze
UA,Halteobjekt zur Fixierung in einer bestimmten Position
UA,Positionierobjekt
UAA,Positionierobjekt für Leiter
UAA,Isolator
UAB,Positionierobjekt für Kabel
UAB,Kabelverschraubung
UAB,Kabelzugang
UAB,Kabeleingang
UAC,Positionierobjekt für Lichtquellen
UAC,Beleuchtungskörper
UAC,Leuchte
UAD,Positionierobjekt für Tritte
UAD,Treppenwange
UAD,Flansch
UAE,Positionierobjekt für Abdeckungen
UAE,Latte
UAF,Positionierobjekt für Pflanzen
UAF,Pflock
UAF,Spalier
UAF,Gitter
UAG,Positionierobjekt für Gleisabstände
UAG,Gleismessgerät
UAG,Spurmessgerät
UAH,Positionierobjekt für Werkzeug oder Werkstück
UAH,Klemme
UAH,Spannfutter
UAH,Anschlag
UAH,Backe
UAH,Drehfutter
UAJ,Positionierobjekt für Fahrzeuge
UAJ,Fahrzeugständer
UAJ,Fahrradständer
UB,Halteobjekt zum Tragen
UB,Trageobjekt
UBA,Trageobjekt zwischen zwei diskreten Positionen
UBA,Kabelgerüst
UBA,Kabelkanal
UBA,Kabelleiter
UBA,Kabelpritsche
UBA,Kabelführung
UBA,Kabelrohr
UBA,Gerätestützstruktur
UBA,Kabeltrasse
UBB,Trageobjekt an einer diskreten Position mit vertikalem Zug
UBB,Bügel
UBB,Aufhängebügel
UBB,Gurt
UBB,Seil
UBC,Trageobjekt an einer diskreten Position mit Stufen
UBC,Trittstufe
UBC,Sprosse
UBC,Stufe
UBD,Trageobjekt an einer diskreten Position mit vertikalem Schub
UBD,Mast
UBD,Leitungsmast
UBD,Stange
UBD,Pfosten
UBD,Halteklammer
UBD,Fernleitungsmast
UBE,Trageobjekt an einer diskreten Ebene mit Schub
UBE,Tabelle
UBE,Laufsteg
UBE,Operationstisch
UBE,Plattform
UBF,Trageobjekt zwischen diskreten Positionen auf einer festgelegten Ebene
UBF,Portal
UC,Halteobjekt zum Umschließen
UC,Umschließobjekt
UCA,Umschließobjekt für Geräte
UCA,Schaltschrank
UCA,Schrank
UCA,elektrische Umhüllung
UCA,elektrische Schalttafel
UCA,Wartungskammer
UCA,Servergestell
UCA,Schlauchtrommelkasten
UCA,Sicherheitsschrank
UCA,Sensorgehäuse
UCA,Untergestell
UCB,Umschließobjekt für Pflanzenwurzeln
UCB,Pflanzenerde
UCC,Umschließobjekt für Bereichslüftung
UCC,Abzugshaube
UCC,Sicherheitsschrank
UL,Halteobjekt zur Bildung einer Strukturstütze
UL,Strukturstützobjekt
ULA,Strukturstützobjekt in Form einer aggregierten Materialschicht
ULA,Tragschicht
ULA,Aggregatunterplatte
ULA,Basisschicht
ULA,Verbindungsschicht
ULB,"Strukturstützobjekt in Form einer Schutzvorrichtung, mit der eine darüberliegenden Struktur gestützt wird"
ULB,Konsole
ULB,Kragstein
ULC,Strukturstützobjekt in einer gebogenen oder geraden linearen Form zum Übertragen von Druckkräften auf umgebende Medien
ULC,Pfahl
ULC,Gebäudefundament
ULC,Brückendeck
ULC,Sockel
ULD,Strukturstützobjekt in einer gebogenen oder geraden linearen Form zum Übertragen von Druckkräften auf andere Strukturobjekte
ULD,Säule
ULD,Baluster
ULD,Druckelement
ULD,Pfeiler
ULD,Fundamentsäule
ULD,Strebe
ULE,"Strukturstützobjekt in einer geraden linearen Form, die Biegemomenten standhält"
ULE,Balken
ULE,Schwellbalken
ULF,"Strukturstützobjekt in einer geraden linearen Form, die Zugkräften standhält"
ULF,Zugstrebe
ULF,Erdanker
ULF,Bodenanker
ULF,Seil
ULF,Zuganker
ULG,Strukturstützobjekt in Form eines Blocks
ULG,Block
ULG,Ziegelstein
ULG,Fundamentblock
ULG,Maschinenfundament
ULG,Stein
ULH,"Strukturstützobjekt in einer gebogenen linearen Form, die Biegemomenten standhält"
ULH,Bogen
ULJ,"Strukturstützobjekt mit einer ebenen oder gebogenen Oberfläche, die Druckkräften und Biegemomenten standhält"
ULJ,Stützpfeiler
ULK,"Strukturstützobjekt zum Verlegen einer ebenen Oberfläche, die Biegemomenten standhält"
ULK,Rohplatte
ULK,Basismaterial
ULK,Brückendeck
ULK,Betonplatte
ULK,Platte
ULK,Bodenplatte
ULK,Grundplatte
ULK,Lochdeck
ULK,Brett
ULL,"Strukturstützobjekt mit einer stehenden ebenen oder gebogenen Oberfläche, die Biegemomenten standhält"
ULL,Haltemauer
ULL,Stützmauer
ULL,Gravitationsmauer
ULL,Spundwand
ULM,Strukturstützobjekt mit einer ebenen oder gebogenen Abtastebene Form zum Halten von Biegemomenten
ULM,Wandplatte
ULM,Betonelement
ULM,Gegenwand
ULM,Fundamentwand
ULM,tragende Wand
ULM,Wand
ULN,"Strukturstützobjekt mit einer ebenen oder gebogenen Oberfläche, die Zugkräften standhält"
ULN,Mantel
ULN,Bilgenplatte
ULN,Rumpfplatte
ULN,Schiffsrumpfplatte
ULN,tragende Schale
ULP,"Strukturstützobjekt mit einer gebogenen Oberflächenform, die Biegemomenten standhält"
ULP,Durchgehender Bogen
ULP,Dom
ULP,Lamelle
ULP,Rohrtunnel
ULP,Gewölbe
ULQ,"Strukturstützobjekt mit einer flachen Oberflächenform, die Lasten in Verbindungen verteilt"
ULQ,Trageplatte
ULQ,Platte
ULQ,Druckverteiler
ULQ,Auflagekeil
ULR,"Strukturstützobjekt mit einer gebogenen linearen Form, die Zugkräften standhält"
ULR,Tragseil
UM,Halteobjekt zur Verstärkung
UM,Verstärkungsobjekt
UMA,Verstärkungsobjekt in Form einer eingelassenen Stange
UMA,Verstärkte Stange
UMA,Verstärkungsbalken
UMA,Felsanker
UMB,Verstärkungsobjekt in Form eines eingelassenen Netzes oder Stoffes
UMB,Verstärktes Netz
UMB,Betonstahlnetz
UMC,Verstärkungsobjekt in Form einer Masseschicht
UMC,Verstärkte Masseschicht
UMC,Pflasterverstärkung
UMD,Verstärkungsobjekt in Form einer eingelassenen Masse
UMD,Verstärkte Masse
UMD,Betoneinspritzung
UMD,Kalksäule
UME,Verstärkungsobjekt in Form einer Verschlussklappe
UME,Sicherheitsschließblech
UMF,Verstärkungsobjekt in Form einer Zwischenfüllung
UMF,Spleißung
UMF,Spleißplatte
UMG,Verstärkungsobjekt zur vertikalen Dränage
UMG,Vertikaldrän
UMH,Verstärkungsobjekt in Form von Betonspritzen
UMH,Betonspritzen
UMJ,Verstärkungsobjekt in Form von Betonauskleidung
UMJ,Betonauskleidung
UMK,Verstärkungsobjekt in Form einer Versteifung
UMK,Versteifung
UMK,Stützpfeiler
UMK,Widerlager
UMK,Strebebogen
UMK,Rippe
UML,Verstärkungsobjekt in Form einer Diagonalverbindung
UML,Diagonalverbindung
UMM,Verstärkungsobjekt in Form von Kabeln
UMM,Stabilisierungskabel
UMN,Verstärkungsobjekt in Form einer horizontalen Schiene
UMN,Horizontalschiene
UMP,"Verstärkungsobjekt, mit dem aufgrund seines Gegengewichts Boden stabilisiert wird"
UMP,Erddruckwall
UN,Halteobjekt zur Umrahmung anderer Objekte
UN,Umrahmungsobjekt
UNA,Umrahmungsobjekt mit festem Rahmen
UNA,Fester Rahmen
UNA,Türrahmen
UNA,Fensterrahmen
UNB,Umrahmungsobjekt mit unterstem Teil der Türfläche
UNB,Türschwelle
UNC,Umrahmungsobjekt mit beweglichem Rahmen
UNC,Beweglicher Rahmen
UNC,Fensterscheibenrahmen
UND,Umrahmungsobjekt zum Separieren eines Rahmens oder einer Tür
UND,Fenstersprossenrahmen
UND,Fenstersprosse
UP,Halteobjekt mit nicht statischer Montage
UP,Fugenobjekt
UPA,Fugenobjekt mit Lager
UPA,Lager
UPA,Kugellager
UPA,Rollenlager
UPA,Gleitlager
UPB,Fugenobjekt mit mechanischem Gelenk
UPB,Scharnier
UPB,elastische Lagerung
UPB,Dehnungsfuge
UPB,Bewegungsfuge
UPC,Fugenobjekt mit chemischer Verbindung
UPC,Chemische Verbindung
UPC,Zement
UPC,Strukturverbindung
UQ,Halteobjekt mit statischer Montage
UQ,Befestigungsobjekt
UQA,Befestigungsobjekt mit steifen und permanenten mechanischen Mitteln
UQA,Ankerplatte
UQA,Befestigungsschelle
UQA,Nagel
UQA,Niete
UQB,Befestigungsobjekt mit steifen und reversiblen mechanischen Mitteln
UQB,Bolzen
UQB,Befestigungsschelle
UQB,Mutter
UQB,Schienenbefestigung
UQB,Schraube
UQC,Befestigungsobjekt mit chemischer Verbindung
UQC,Chemische Verbindung
UQC,Schweißnaht
UT,Halteobjekt zum Ausgleichen
UT,Ausgleichungsobjekt
UTA,Ausgleichungsobjekt zum Erzeugen einer profilierten Oberfläche durch Hinzufügen von Material
UTA,Füllung
UTB,Ausgleichungsobjekt zum Erzeugen einer profilierten Oberfläche durch Entfernen von Material
UTB,Ausgrabung
UTB,Unterbau
UU,Halteobjekt mit vorhandenem Boden
UU,Vorhandener Boden
UUA,Bestehender Boden aus Fels
UUA,Fels
UUB,Bestehender Boden aus Reiberde
UUB,Reiberde
UUC,Bestehender Boden aus bindiger Erde
UUC,Bindige Erde
UUD,Bestehender Boden aus organischer Erde
UUD,Organische Erde
UUE,Bestehender Boden aus eingefülltem Material
UUE,Eingefülltes Material
WB,Leitobjekt für elektrische Hochspannungsenergie
WB,Hochspannungsenergie Leitobjekt
WBA,Hochspannungsenergieleitobjekt mit Sammelschiene
WBA,Hochspannungssammelschiene
WBB,Hochspannungsenergieleitobjekt mit Kabel
WBB,Hochspannungskabel
WBC,Hochspannungsenergieleitobjekt mit Draht
WBC,Hochspannungsdraht
WBD,"Hochspannungsenergieleitobjekt durch ein Gehäuse, eine Wand oder eine Barriere"
WBD,Hochspannungsbuchse
WD,Leitobjekt für elektrische Niederspannungsenergie
WD,Niederspannungsenergie Leitobjekt
WDA,Niederspannungsenergieleitobjekt mit Sammelschiene
WDA,Niederspannungssammelschiene
WDB,Niederspannungsenergieleitobjekt mit Kabel
WDB,Niederspannungskabel
WDC,Niederspannungsenergieleitobjekt mit Draht
WDC,Niederspannungsdraht
WDD,"Niederspannungsenergieleitobjekt durch ein Gehäuse, eine Wand oder eine Barriere"
WDD,Niederspannungsdurchführung
WE,Leitobjekt für ein Referenzpotential
WE,Referenzpotential Leitobjekt
WEA,Referenzpotential Leitobjekt für Erde mit Sammelschiene
WEA,Erdungsschiene
WEB,Referenzpotential Leitobjekt für Erde mit Kabel
WEB,Erdungskabel
WEC,Referenzpotential Leitobjekt mit Sammelschiene
WEC,Potentialausgleichsschiene
WED,Referenzpotential Leitobjekt mit Kabel
WED,Potentialausgleichskabel
WG,Leitobjekt für elektrische Signale
WG,Elektrisches Signalleitobjekt
WGA,Elektrisches Signalleitobjekt zum Steuern und Messen
WGA,Steuerkabel
WGB,Elektrisches Signalleitobjekt zur Datenübertragung
WGB,Datenkabel
WGB,Datenbus
WGC,Elektrisches Signalleitobjekt durch ein Gehäuse oder eine Wand
WGC,Durchführung für elektrische Signale
WH,Leitobjekt für Licht
WH,Lichtleitobjekt
WHA,Lichtleitobjekt zur Signalübertragung
WHA,Faseroptisches Kabel
WHB,Lichtleitobjekt zur Lichtübertragung
WHB,Optische Lichtfaser
WHB,optischer Lichtleiter
WHB,optischerwellenleiter
WHC,Lichtleitobjekt zur definierten Lichtbrechung
WHC,Linse
WHD,Lichtleitobjekt zur definierten Lichtreflexion
WHD,Spiegel
WHD,Lichtreflektor
WJ,Leitobjekt für Schall
WJ,Schallleitobjekt
WJA,Schallleitobjekt zur Reflexion
WJA,Schallreflektor
WL,Leitobjekt von festen Stoffen in offener Umschließung
WL,Feststoffleitobjekt
WLA,FeststoffLeitobjekt zum Rollen
WLA,Rollentisch
WLB,FeststoffLeitobjekt zum Rutschen
WLB,Rinne
WLB,geneigte Ebene
WLB,Rohrkettenförderer
WM,Leitobjekt für Flüssigkeitsdurchfluss in offener Umschließung
WM,Leitobjekt in offener Umschließung
WMA,Leitobjekt in offener Umschließung in einer Schicht
WMA,Drainageschicht
WMA,Versickerungsschicht
WMA,Belüftungsschicht
WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal
WMB,Abflussrinne
WMB,Regenrinne
WMB,Regentraufe
WMB,Dachrinne
WMC,Leitobjekt in offener Umschließung für Flüssigkeiten und mit offener Oberfläche
WMC,Flüssigkeitsablassblech
WMD,Leitobjekt in offener Umschließung für Flüssigkeiten zum Schutz
WMD,Wassernase
WME,Leitobjekt in offener Umschließung für Flüssigkeiten und mit Flüssigkeitsablassprofil
WME,Tropfrinne
WMF,Leitobjekt in offener Umschließung mit perforierter Röhre
WMF,Ablassrohr
WMF,Versickerungsrohr
WMF,Belüftungsrohr
WMG,Leitobjekt in offener Umschließung in einer Kammer
WMG,Versickerungskammer
WMG,Belüftungsschacht
WMG,Radonschacht
WP,Leitobjekt für Feststofffluss in geschlossener Umschließung
WP,Leitobjekt in geschlossener Umschließung
WPA,"Leitobjekt in geschlossener Umschließung in runder, starrer Form"
WPA,Rohr
WPB,"Leitobjekt in geschlossener Umschließung in nicht runder, starrer Form"
WPB,Kanal
WPB,Schlot
WPC,Leitobjekt in geschlossener Umschließung in flexibler Form
WPC,Schlauch
WQ,Leitobjekt für mechanische Energie
WQ,Objekt zum Leiten von mechanischer Energie
WQA,Objekt zum Leiten von mechanischer Energie mit Rad
WQA,Antriebsachse
WQA,Achse
WQB,Objekt zum Leiten von mechanischer Energie mit Riemen
WQB,Antriebsriemen
WQB,bewegliche Leitung
WQB,Vriemen
WQC,Objekt zum Leiten von mechanischer Energie mit Kette
WQC,Antriebskette
WQC,Kette
WQD,Objekt zum Leiten von mechanischer Energie mit Gestänge
WQD,Antriebsgestänge
WQE,Objekt zum Leiten von mechanischer Energie mit Rad
WQE,Rad
WQE,Zahnrad
WQE,Getrieberad
WQF,Objekt zum Leiten von mechanischer Energie mit Zahnstange
WQF,Zahnstange
WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung
WQG,Hydraulikschlauch
WQG,Hydraulikrohr
WQG,Pneumatikschlauch
WQG,Pneumatikrohr
WR,Leitobjekt für gleisgebundene Objekte
WR,Gleisobjekt
WRA,Gleisobjekt zur Erzeugung eines direkten Pfads
WRA,Schiene
WRA,Gleisbahn
WRB,Gleisobjekt zur Erzeugung einer Kreuzung
WRB,Gleisübergang
WV,Leitobjekt für Wärmeenergie
WV,Objekt zum Leiten von Wärmeenergie
WVA,Objekt zum Leiten von Wärmeenergie mit fester Masse
WVA,Wärmeleiter
WVA,Wärmesenke
WVB,Objekt zum Leiten von Wärmeenergie mit statischer flüssiger Masse
WVB,Wärmepaste
WZ,Leitobjekt mit mehreren Flussarten
WZ,Mehrfachflussleitobjekt
WZA,"MehrfachflussLeitobjekt für elektrische Energie, mechanische Energie, elektrische Signale, optische Signale und Flüssigkeiten"
WZA,Versorgungsleitungskabel
XB,Schnittstellenobjekt für Hochspannungsstrom
XB,Hochspannungs Verbindungsobjekt
XBA,Hochspannungs Verbindungsobjekt für eine einzelne Verbindung
XBA,Hochspannungsanschlusspunkt
XBA,Klemme
XBA,Kabelkopf
XBA,Hochspannungskabelverbindung
XBA,Anschlussverteiler
XBB,HochspannungsVerbindungsobjekt für Steckverbindungen
XBB,Hochspannungsdose
XBB,Hochspannungsstecker
XBC,HochspannungsVerbindungsobjekt für mehrere feste Verbindungen
XBC,Hochspannungsklemmkasten
XD,Schnittstellenobjekt für Niederspannungsstrom
XD,Niederspannungsverbindungsobjekt
XDA,NiederspannungsVerbindungsobjekt für eine einzelne Verbindung
XDA,Elektrische Anschlussklemme
XDA,Niederspannungskabelverbindung
XDA,Niederspannungsanschlusspunkt
XDB,NiederspannungsVerbindungsobjekt für Steckverbindungen
XDB,Niederspannungssteckdose
XDB,Niederspannungsstecker
XDB,Stecker
XDB,Dose
XDC,NiederspannungsVerbindungsobjekt für mehrere feste Verbindungen
XDC,Anschlusskasten
XDD,NiederspannungsVerbindungsobjekt zur festen Verbindung eines flexiblen Kabels für elektrische Geräte
XDD,Anschlussklemme
XDE,NiederspannungsVerbindungsobjekt für mehrere steckbare elektrische Geräte
XDE,Stromverteiler
XE,Schnittstellenobjekt für Erd oder Bezugspotential
XE,Potentialverbindungsobjekt
XEA,Potentialverbindungsobjekt zum Anschluss an PE Leiter
XEA,Peklemme
XEA,Schutzleiteranschluss
XEA,Schutzerdungsleiteranschluss
XEB,Potentialverbindungsobjekt zum Anschluss an PB Leiter
XEB,Pbklemme
XEB,Schutzverbindungsklemme
XEC,Potentialverbindungsobjekt zum Anschluss an FE Leiter
XEC,Feklemme
XEC,Funktionserdungsklemme
XED,Potentialverbindungsobjekt zum Anschluss an FB Leiter
XED,Fbklemme
XED,Funktionspotentialklemme
XEE,Potentialverbindungsobjekt zur Erzeugung einer elektrischen Masseverbindung
XEE,Masseelektrode
XEF,Potentialverbindungsobjekt zum Verbinden von Blitzschlag mit einen elektrischen Stromkreis
XEF,Kollektor
XG,Schnittstellenobjekt für elektrische Signale
XG,Elektrisches Signalverbindungsobjekt
XGA,Elektrisches Signalverbindungsobjekt für einzelne Steckverbindungen
XGA,Signaldose
XGB,Elektrisches Signalverbindungsobjekt für eine einzelne Verbindung
XGB,Klemme
XGC,Elektrisches Signalverbindungsobjekt innerhalb von mehreren Leitungen
XGC,Verbindungstafel
XH,Schnittstellenobjekt für optische Fasern
XH,Lichtverbindungsobjekt
XHA,Lichtverbindungsobjekt für Steckverbindungen
XHA,Feste Lichtfasersteckdose
XHA,optischer Stecker
XHA,optischesteckdose
XK,Schnittstellenobjekt zum Ansammeln und Weiterleiten in einen Durchfluss
