Beispiel,Kennzeichen
"Stromsteuerungsobjekt in mechanischer Form unter normalen
und unnormalen Betriebsbedingungen",QAB
Schutzschalter,QAB
Motoranlasser,QAB
Stromsteuerungsobjekt in elektronischer Form,QAC
Elektronischer Leistungsschalter,QAC
Defibrillator,QAC
 Motoranlasser,QAC
 Solid-State-Leistungstransistor,QAC
 Thyristor,QAC
Röhrenleistungstransistor,QAC
Steuerobjekt durch Trennen elektrischer Stromkreise,QB
Elektrisches Trennobjekt,QB
"Elektrisches Trennobjekt nur zur mechanischen Isolation des
nachgeschalteten Kreises vom vorgeschalteten Kreis",QBA
Sicherungsloser Trennschalter,QBA
Trennschalter,QBA
 Lasttrennschalter,QBA
"Elektrisches Trennobjekt zur mechanischen Isolation des
nachgeschalteten Kreises vom vorgeschalteten Kreis und mit
einer integrierten Sicherung",QBB
Gesicherter Trennschalter,QBB
Sicherungstrennschalter,QBB
 Trenn-sicherung,QBB
Steuerobjekt durch Erdung elektrischer Stromkreise,QC
Elektrisches Erdungsobjekt,QC
"Elektrisches Erdungsobjekt zum Anschluss von elektrischen
Kreisen an Masse",QCA
Erdungsschalter,QCA
"Steuerobjekt zum Aktivieren/Deaktivieren von Flüssigkeiten in
verschlossenen Umschließungen",QM
"Schaltobjekt für eingeschlossene
Flüssigkeiten",QM
"Schaltobjekt für eingeschlossene Flüssigkeiten in
Flüssigkeitsströmen",QMA
Flüssigkeitsabsperrventil,QMA
Absperrhahn,QMA
 Hahn,QMA
 Stopfen,QMA
Schaltobjekt für eingeschlossene Flüssigkeiten in Gasströmen,QMB
Gasabsperrventil,QMB
Ein-Aus-Klappe,QMB
 Stopfen,QMB
"Steuerobjekt zum Variieren des Flüssigkeitsstroms in
verschlossenen Umschließungen",QN
"Variierobjekt für eingeschlossene
Flüssigkeiten",QN
"Variierobjekt für eingeschlossene Flüssigkeiten in
Flüssigkeitsströmen",QNA
Flüssigkeitssteuerventil,QNA
Variierobjekt für eingeschlossene Flüssigkeiten in Gasströmen,QNB
Gassteuerventil,QNB
Steuerklappe,QNB
Steuerobjekt für Flüssigkeiten in einer offenen Umgebung,QP
Steuerobjekt für offenen Fluss,QP
Steuerobjekt für offenen Fluss zum Variieren oder An-/Aus-schalten,QPA
Schleusentor,QPA
Dammplatte,QPA
 Flüssigkeits-durchgang,QPA
"Steuerobjekt für offenen Fluss zum Leiten eines Flusses durch
ein festes Mittel",QPB
Vortexgenerator,QPB
Stringer,QPB
 Grenzschichtzaun Trag-flügel,QPB
 Turbulator,QPB
 Wirbelerzeuger,QPB
"Steuerobjekt für offenen Fluss zum Leiten eines Flusses durch
ein veränderliches Mittel",QPC
Ruder,QPC
Steuerobjekt für einen Raum,QQ
Raumzugangsobjekt,QQ
Raumzugangsobjekt nur für Lichteintritt,QQA
Fenster,QQA
Raumzugangsobjekt für Eintritt von Licht und Personen,QQB
Fenstereinheit,QQB
"Raumzugangsobjekt zur Durchquerung durch Personen in
aufrechter Position",QQC
Tür,QQC
"Raumzugangsobjekt von eingeschränkter Größe zur
Durchquerung durch Personen und Güter",QQD
Luke,QQD
Notluke,QQD
"Raumzugangsobjekt von erweiterter Größe zur Übertragung
von Objekten",QQE
Große Tür,QQE
"Raumzugangsobjekt, teilweise",QQF
Tor,QQF
Riegel zum Öffnen,QQF
"Raumzugangsobjekt zum Blockieren des Zugangs zu einem
Gleis",QQG
Vorlegerblock,QQG
Steuerobjekt für feste Substanzen,QR
Variierobjekt für feste Substanzen,QR
Variierobjekt für feste Substanzen mit rotierenden Kammern,QRA
Luftschleusen-Drehventil,QRA
Dosierer,QRA
Variierobjekt für feste Substanzen mit Iris-Öffnung,QRB
Irisventil,QRB
Dosierer,QRB
"Variierobjekt für feste Substanzen mit Scharnierklappe oder
Scheibe",QRC
Klappenventil,QRC
Dosierer,QRC
Steuerobjekt für mechanische Bewegung,QS
"Objekt zur Steuerung mechanischer
Bewegungen",QS
"Objekt zur Steuerung mechanischer Bewegungen zum
Blockieren",QSA
Schloss,QSA
Verriegelungsgerät,QSA
"Objekt zur Steuerung mechanischer Bewegungen zum
Umschalten zwischen unterschiedlichen Gleisen",QSB
Gleisschalter,QSB
Eisenbahnweiche,QSB
"Steuerobjekt in Stromkreisen unter Verwendung verschiedener
Maßnahmen",QZ
"Steuerobjekt mit mehreren
Maßnahmen",QZ
"Steuerobjekt mit mehreren Maßnahmen zum Erden oder
Trennen von elektrischen Stromkreisen",QZA
Erdungs- und Trennschalter,QZA
Objekt zur Begrenzung oder Stabilisierung,R
Begrenzungsobjekt,R
"Begrenzungsobjekt durch Einschränken des elektrischen
Energieflusses",RA
Elektrizitätsbegrenzungsobjekt,RA
"Elektrizitätsbegrenzungsobjekt zum Blockieren des
Stromflusses in eine Richtung",RAA
Diode,RAA
"Elektrizitätsbegrenzungsobjekt zum Erzeugen von Induktivität in
einem Stromkreis",RAB
Reaktor,RAB
Begrenzer,RAB
 Reihendrosselspule,RAB
"Elektrizitätsbegrenzungsobjekt zum Erzeugen von Widerstand
in einem Stromkreis",RAC
Widerstand,RAC
"Begrenzungsobjekt durch Stabilisation eines elektrischen
Energieflusses",RB
Elektrizitätsstabilisierungsobjekt,RB
"Elektrizitätsstabilisierungsobjekt zum Sicherstellen einer
kontinuierlichen Stromversorgung",RBA
"Unterbrechungsfreie
Stromversorgung",RBA
USV,RBA
"Elektrizitätsstabilisierungsobjekt zum Unterdrücken eines
definierten Frequenzbereichs innerhalb eines Stromflusses",RBB
Leistungsfilter,RBB
"Elektrizitätsstabilisierungsobjekt zum Bereitstellen von reaktiver
Leistung",RBC
Phasenkompensator,RBC
Leistungsfaktorkorrektursystem,RBC
Leistungsfaktorkorrektureinheit,RBC
Spannungskompensator,RBC
"Elektrizitätsstabilisierungsobjekt zum Unterdrücken oder
Verstärken mehrerer Frequenzbereiche innerhalb eines
Stromflusses",RBD
Leistungsausgleicher,RBD
Begrenzungsobjekt zur Stabilisierung eines Signals,RF
Signalstabilisierungsobjekt,RF
"Signalstabilisierungsobjekt zum Unterdrücken oder Verstärken
mehrerer Frequenzbereiche des Signals",RFA
Signalausgleicher,RFA
"Signalstabilisierungsobjekt zum Unterdrücken eines definierten
Frequenzbereichs des Signals",RFB
Signalfilter,RFB
Ferrit,RFB
Begrenzungsobjekt zur Begrenzung von Bewegung,RL
Bewegungsbegrenzungsobjekt,RL
"Bewegungsbegrenzungsobjekt zum Einschränken der
Bewegung eines Objekts",RLA
Sicherheitskette,RLA
Türkette,RLA
 Ankerschiene,RLA
"Bewegungsbegrenzungsobjekt zum Verringern und Dämpfen
von Bewegungen eines Objekts",RLB
Stoßdämpfer,RLB
Gummitülle,RLB
"Bewegungsbegrenzungsobjekt zum Reduzieren der
Geschwindigkeit oder zum Stoppen eines anderen Objekts",RLC
Bremse,RLC
"Bewegungsbegrenzungsobjekt zum Verhindern von hohen
Geschwindigkeiten eines anderen Objekts",RLD
Bodenschwelle,RLD
"Begrenzungsobjekt zur Begrenzung des Rückflusses von
Stoffen",RM
Rückflussbegrenzungsobjekt,RM
Rückflussbegrenzungsobjekt für Flüssigkeiten,RMA
Rückschlagventil,RMA
Rückflussbegrenzungsobjekt für Gase,RMB
Klappe,RMB
Rückflussbegrenzungsobjekt für Feststoffe,RMC
Klappe,RMC
Rückflussbegrenzungsobjekt für Gerüche,RMD
Geruchsverschluss,RMD
"Begrenzungsobjekt zur Begrenzung des geführten Rückflusses
von Stoffen",RN
Durchflussbegrenzer,RN
Durchflussbegrenzer für Flüssigkeiten durch einstellbare Mittel,RNA
Regelventil,RNA
Absperrhahn,RNA
 Dusche,RNA
 Duschkopf,RNA
Durchflussbegrenzer für Gase durch einstellbare Mittel,RNB
Regelklappe,RNB
einstellbare Düse,RNB
 Lufteinlass,RNB
Luftauslass,RNB
 Lüftereinlass,RNB
Lüfterauslass,RNB
Durchflussbegrenzer für Feststoffe durch einstellbare Mittel,RNC
Regelventil für Feststoffe,RNC
Durchflussbegrenzer durch feste Mittel,RND
Diffusor,RND
feste Düse,RND
 Messblende,RND
 Dusche,RND
Duschkopf,RND
Beschränkungsobjekt für die lokale Umgebung,RQ
Lokales Klimastabilisierungsobjekt,RQ
"Lokales Klimastabilisierungsobjekt zum Beschränken einer
thermischen oder akustischen Übertragung",RQA
Isolierung,RQA
Ausmauerung,RQA
"Lokales Klimastabilisierungsobjekt zum Stabilisieren eines
Flüssigkeits-, Feuchtigkeits-, Wind- oder Materialstroms",RQB
Membran,RQB
Klimamembran,RQB
"Lokales Klimastabilisierungsobjekt zum Stabilisieren und
Abschirmen von Schall",RQC
Lärmschutzwand,RQC
Lärmschutz,RQC
 Schallwand,RQC
"Lokales Klimastabilisierungsobjekt zum Beschränken von Wind,
Niederschlag oder Strahlung",RQD
Blende,RQD
"Lokales Klimastabilisierungsobjekt durch Beschränken der
Übertragung von Licht mithilfe von Textilien",RQE
Vorhang,RQE
"Lokales Klimastabilisierungsobjekt durch Beschränken der
Übertragung von Licht mithilfe von eng aneinanderliegenden,
einstellbaren Jalousien",RQF
Jalousie,RQF
"Lokales Klimastabilisierungsobjekt durch Beschränken der
Übertragung von Licht mithilfe einer externen Abdeckung",RQG
Fensterläden,RQG
"Lokales Klimastabilisierungsobjekt zum Verhindern von
Unkrautwuchs",RQH
Unkrautbekämpfungsvlies,RQH
"Lokales Klimastabilisierungsobjekt zum Beschränken von Sicht
und Schall",RQJ
Sichtschutzwand,RQJ
Begrenzungsobjekt zur Zutrittsbegrenzung,RU
Zutrittsbegrenzungsobjekt,RU
"Zutrittsbegrenzungsobjekt mit horizontaler, länglichen Barriere
mit vertikaler Ausdehnung",RUA
Zaun,RUA
"Zutrittsbegrenzungsobjekt mit beweglichem horizontalem
Balken",RUB
Beweglicher Balken,RUB
Schranke,RUB
Zutrittsbegrenzungsobjekt mit drehender Barriere,RUC
Drehkreuz,RUC
Zutrittsverwaltungsgerät,RUC
 Einwege-Tür,RUC
 Torvorrichtung,RUC
 Ticket-Durchgang,RUC
"Zutrittsbegrenzungsobjekt mit Barriere mit beschränkter
horizontaler und vertikaler Ausdehnung",RUD
Absperrpfosten,RUD
Zutrittsbegrenzungsobjekt zum Formen eines Pfads,RUE
Nagerschutz,RUE
Rattenschutzgerät,RUE
 Viehschutz,RUE
Zutrittsbegrenzungsobjekt in Form eines Netzes,RUF
Vogelnetz,RUF
"Objekt zum Erkennen einer menschlichen Handlung und
Bereitstellung einer geeigneten Reaktion",S
Objekt zur menschlichen Interaktion,S
"Objekt zur menschlichen Interaktion zur Interaktion mit dem
Gesicht",SF
Gesichtinteraktionsgerät,SF
Gesichtinteraktionsgerät zur Erkennung von Gesichtsaktivität,SFA
Augenfokus-Lesegerät,SFA
Augenbetätigung fürPositionierungsvorgänge,SFA
Gesichtinteraktionsgerät zur Gesichtserkennung,SFB
Gesichtserkennungsgerät,SFB
Objekt zur menschlichen Interaktion zur Handbetätigung,SG
Handinteraktionsgerät,SG
Handinteraktionsgerät zum Drehen,SGA
Drehgriff,SGA
Potentiometer,SGA
 Drehschalter,SGA
Handinteraktionsgerät zum Greifen,SGB
Griffhebel,SGB
Aktivierungsgerät mit 2 oder3 Stellungen,SGB
 Zweihandsteuerung,SGB
Handinteraktionsgerät zum Drücken,SGC
Schiebegriff,SGC
Notfallknopf,SGC
 Zweihandsteuerung,SGC
Handinteraktionsgerät zur Hebelbetätigung,SGD
Hebelstange,SGD
Handinteraktionsgerät zum Ziehen,SGE
Zughebel,SGE
Notseilzug,SGE
 mechanischer Hebel,SGE
"Handbetätigungsgerät zum Drehen eines passenden
Schließzylinders oder Schließmechanismus",SGF
Schlüssel,SGF
Schlüsselschalter,SGF
Objekt zur menschlichen Interaktion zur Fußbedienung,SH
Fußinteraktionsgerät,SH
Fußinteraktionsgerät zum Drücken mit dem Fuß,SHA
Pedalschalter,SHA
Aktivierungsgerät mit 2 oder3 Stellungen,SHA
Objekt zur menschlichen Interaktion zur Fingerbetätigung,SJ
Fingerinteraktionsgerät,SJ
Fingerinteraktionsgerät zur Hebelbetätigung,SJA
Kippschalter,SJA
Schalter mit zwei Stellungen,SJA
Fingerinteraktionsgerät zum Drücken,SJB
Druckknopf,SJB
Niederhalter,SJB
 Tastatur,SJB
Druckschalter,SJB
Fingerinteraktionsgerät zum Berühren,SJC
Druckbetätiger,SJC
Schalter mit zwei Stellungen,SJC
Touchpad,SJC
"Fingerinteraktionsgerät mit Drehrad zum Drehen nach vorn
oder hinten",SJD
Drehrad,SJD
Manuelles Interaktionsobjekt zum Bewegen bzw. Positionieren,SK
Bewegungsinteraktionsgerät,SK
Bewegungsinteraktionsgerät mit beschränkten Positionierungs-und Auswahlvorgängen,SKA
Joystick,SKA
Kugelmaus,SKA
"Bewegungsinteraktionsgerät mit unbeschränkten
Positionierungs- und Auswahlvorgängen",SKB
Maus,SKB
Lichtstift,SKB
"Objekt zur menschlichen Interaktion mit mehreren
Interaktionsmitteln",SZ
Mehrfachinteraktionsgerät,SZ
"Mehrfachinteraktionsgerät, das manuelle Mittel einbezieht",SZA
Bedienfeld,SZA
Gamepad,SZA
 Gamecontroller,SZA
 Joypad,SZA
Objekt zum Transformieren,T
Transformierobjekt,T
"Transformierobjekt für elektrische Energie bei Beibehaltung von
Wechsel- oder Gleichstrom",TA
Stromtransformierendes Objekt,TA
"Stromtransformierendes Objekt zum Wechsel von
Wechselstrom zu Wechselstrom ohne Veränderung der
Frequenz",TAA
Transformator,TAA
Trenntransformator,TAA
"Stromtransformierendes Objekt zum Wechsel von Gleichstrom
zu Gleichstrom",TAB
Gleichspannungswandler,TAB
"Stromtransformierendes Objekt zum Wechsel von
Wechselstrom zu Wechselstrom mit Veränderung der Frequenz",TAC
Frequenzumrichter,TAC
Kraftantrieb,TAC
"Stromtransformierendes Objekt zum Wechsel von
Wechselstrom zu Wechselstrom mit Veränderung des Winkels
zwischen Spannungen und Strömen",TAD
Phasenschieber,TAD
"Transformierobjekt für elektrische Energie mit Änderung
zwischen Wechsel- und Gleichstrom",TB
Stromkonvertierungsobjekt,TB
"Stromkonvertierungsobjekt zum Konvertieren von
Wechselstrom zu Gleichstrom",TBA
Stromrichter,TBA
Stromversorgung,TBA
"Stromkonvertierungsobjekt zum Konvertieren von Gleichstrom
zu Wechselstrom",TBB
Wechselrichter,TBB
Stromversorgung,TBB
"Stromkonvertierungsobjekt zum Konvertieren von Wechsel- zu
Gleichstrom oder von Gleichstrom zu Wechselstrom",TBC
Doppeltgerichteter Konverter,TBC
"Transformierobjekt für elektrische Energie von Wechsel- und
Gleichstrom zu Wechselstrom oder Gleichstrom",TC
Universelle Stromversorgung,TC
Universelle Stromversorgung für Wechselstrom,TCA
"Universelle
Wechselsstromversorgung",TCA
Stromversorgung,TCA
Universelle Stromversorgung für Gleichstrom,TCB
Universelle Gleichstromversorgung,TCB
Stromversorgung,TCB
Transformierobjekt für Signale,TF
Signalkonvertierungsobjekt,TF
Signalkonvertierungsobjekt zum Beibehalten der Signalform,TFA
Verstärker,TFA
"Signalkonvertierungsobjekt zwischen verdrahteter und
unverdrahteter Form",TFB
Signalantenne,TFB
Antenne,TFB
 Funkantenne,TFB
 induktiveSignalantenne,TFB
 IR-Diode,TFB
 IR-Sender,TFB
 Oszillator,TFB
 RF-Signal-antenne,TFB
Signalkonvertierungsobjekt zwischen zwei verdrahteten Formen,TFC
Signalumformer,TFC
Optokoppler,TFC
 Umformer,TFC
"Signalkonvertierungsobjekt zwischen einer elektrischen und
optischen Form",TFD
"Optischer
Empfänger/Messwertgeber",TFD
"Signalkonvertierungsobjekt zwischen Schallwellen und
elektrischen Signalen",TFE
Telefon,TFE
Handy,TFE
 Mobiltelefon,TFE
 Telefon,TFE
Transformierobjekt für mechanische Energie,TL
"Objekt zum Transformieren von
mechanischer Energie",TL
"Objekt zum Transformieren von mechanischer Energie zur
Veränderung der Geschwindigkeit",TLA
Getriebe,TLA
Automatikgetriebe,TLA
 Regelkupplung,TLA
Schaltgetriebe,TLA
 Drehzahlwandler,TLA
"Objekt zum Transformieren von mechanischer Energie zur
Veränderung des Drehmoments",TLB
Drehmomentwandler,TLB
"Objekt zum Transformieren von mechanischer Energie zur
Veränderung der Kraft",TLC
Hebel,TLC
Transformierobjekt für Materie durch Massereduktion,TM
Massereduktionsobjekt,TM
Massereduktionsobjekt für mechanische Prozesse,TMA
Bohrmaschine,TMA
Bohrer,TMA
 Schleifmaschine,TMA
Stanzmaschine,TMA
 Säge,TMA
Drehmaschine,TMA
Massereduktionsobjekt für thermische Prozesse,TMB
Thermische Trennvorrichtung,TMB
Elektronenentladungs-Sägemaschine,TMB
Gasschneidemaschine,TMB
Plasmabogen-Schneidemaschine,TMB
Massereduktionsobjekt für chemische Prozesse,TMC
Ätzmaschine,TMC
chemisches Eintauchgerät,TMC
chemisches Sprühgerät,TMC
Transformierobjekt für Materie durch Formänderung,TP
Materieumformungsobjekt,TP
Materieumformungsobjekt zum Schmieden,TPA
Schmiedemaschine,TPA
Kalteschmiedemaschine,TPA
Warmschmiedemaschine,TPA
Materieumformungsobjekt zum Extrudieren,TPB
Strangpresse,TPB
Materieumformungsobjekt zum Ziehen,TPC
Drahtziehmaschine,TPC
Rohrziehmaschine,TPC
Materieumformungsobjekt durch Rollen oder Walzen,TPD
Walzmaschine,TPD
Rändelmaschine,TPD
 Blechwalze,TPD
Schermaschine,TPD
Gewindeerzeugungsmaschine,TPD
Materieumformungsobjekt zum Biegen,TPE
Biegemaschine,TPE
Bördelmaschine,TPE
Verschließmaschine,TPE
"Materieumformungsobjekt zum Erzeugen einer hohen
Energierate",TPF
"Elektromagnetische
Umformmaschine",TPF
elektrohydraulischeUmformmaschine,TPF
Explosionsumformmaschine,TPF
Transformierobjekt für Strahlung durch Photosynthese,TR
Pflanze,TR
Pflanze mit einem einzelnen hölzernen Stamm,TRA
Baum,TRA
Pflanze mit mehreren hölzernen Stämmen,TRB
Strauch,TRB
Busch,TRB
Pflanze mit langen Trieben und Kletterorganen,TRC
Ranker,TRC
"Pflanze, die nicht hölzern oder nur geringfügig hölzern ist",TRD
Kraut,TRD
Blume,TRD
 Gras,TRD
 Gemüsepflanze,TRD
Objekt zur Verortung anderer Objekte,U
Halteobjekt,U
Halteobjekt zur Fixierung in einer bestimmten Position,UA
Positionierobjekt,UA
Positionierobjekt für Leiter,UAA
Isolator,UAA
Positionierobjekt für Kabel,UAB
Kabelverschraubung,UAB
Kabelzugang,UAB
 Kabeleingang,UAB
Positionierobjekt für Lichtquellen,UAC
Beleuchtungskörper,UAC
Leuchte,UAC
Positionierobjekt für Tritte,UAD
Treppenwange,UAD
Flansch,UAD
Positionierobjekt für Abdeckungen,UAE
Latte,UAE
Positionierobjekt für Pflanzen,UAF
Pflock,UAF
Spalier,UAF
 Gitter,UAF
Positionierobjekt für Gleisabstände,UAG
Gleismessgerät,UAG
Spurmessgerät,UAG
Positionierobjekt für Werkzeug oder Werkstück,UAH
Klemme,UAH
Spannfutter,UAH
 Anschlag,UAH
 Backe,UAH
Drehfutter,UAH
Positionierobjekt für Fahrzeuge,UAJ
Fahrzeugständer,UAJ
Fahrradständer,UAJ
Halteobjekt zum Tragen,UB
Trageobjekt,UB
Trageobjekt zwischen zwei diskreten Positionen,UBA
Kabelgerüst,UBA
Kabelkanal,UBA
 Kabelleiter,UBA
Kabelpritsche,UBA
 Kabelführung,UBA
Kabelrohr,UBA
 Gerätestützstruktur,UBA
Kabeltrasse,UBA
Trageobjekt an einer diskreten Position mit vertikalem Zug,UBB
Bügel,UBB
Aufhängebügel,UBB
 Gurt,UBB
 Seil,UBB
Trageobjekt an einer diskreten Position mit Stufen,UBC
Trittstufe,UBC
Sprosse,UBC
 Stufe,UBC
Trageobjekt an einer diskreten Position mit vertikalem Schub,UBD
Mast,UBD
Leitungsmast,UBD
 Stange,UBD
 Pfosten,UBD
Halteklammer,UBD
 Fernleitungsmast,UBD
Trageobjekt an einer diskreten Ebene mit Schub,UBE
Tabelle,UBE
Laufsteg,UBE
 Operationstisch,UBE
Plattform,UBE
"Trageobjekt zwischen diskreten Positionen auf einer
festgelegten Ebene",UBF
Portal,UBF
Halteobjekt zum Umschließen,UC
Umschließobjekt,UC
Umschließobjekt für Geräte,UCA
Schaltschrank,UCA
Schrank,UCA
 elektrische Umhüllung,UCA
elektrische Schalttafel,UCA
Wartungskammer,UCA
 Server-Gestell,UCA
Schlauchtrommelkasten,UCA
Sicherheitsschrank,UCA
Sensorgehäuse,UCA
 Untergestell,UCA
Umschließobjekt für Pflanzenwurzeln,UCB
Pflanzenerde,UCB
Umschließobjekt für Bereichslüftung,UCC
Abzugshaube,UCC
Sicherheitsschrank,UCC
Halteobjekt zur Bildung einer Strukturstütze,UL
Strukturstützobjekt,UL
Strukturstützobjekt in Form einer aggregierten Materialschicht,ULA
Tragschicht,ULA
Aggregatunterplatte,ULA
 Basisschicht,ULA
Verbindungsschicht,ULA
"Strukturstützobjekt in Form einer Schutzvorrichtung, mit der
eine darüberliegenden Struktur gestützt wird",ULB
Konsole,ULB
Kragstein,ULB
"Strukturstützobjekt in einer gebogenen oder geraden linearen
Form zum Übertragen von Druckkräften auf umgebende
Medien",ULC
Pfahl,ULC
Gebäudefundament,ULC
 Brückendeck,ULC
Sockel,ULC
"Strukturstützobjekt in einer gebogenen oder geraden linearen
Form zum Übertragen von Druckkräften auf andere
Strukturobjekte",ULD
Säule,ULD
Baluster,ULD
 Druckelement,ULD
 Pfeiler,ULD
Fundamentsäule,ULD
 Strebe,ULD
"Strukturstützobjekt in einer geraden linearen Form, die
Biegemomenten standhält",ULE
Balken,ULE
Schwellbalken,ULE
"Strukturstützobjekt in einer geraden linearen Form, die
Zugkräften standhält",ULF
Zugstrebe,ULF
Erdanker,ULF
 Bodenanker,ULF
 Seil,ULF
Zuganker,ULF
Strukturstützobjekt in Form eines Blocks,ULG
Block,ULG
Ziegelstein,ULG
 Fundamentblock,ULG
Maschinenfundament,ULG
 Stein,ULG
"Strukturstützobjekt in einer gebogenen linearen Form, die
Biegemomenten standhält",ULH
Bogen,ULH
"Strukturstützobjekt mit einer ebenen oder gebogenen
Oberfläche, die Druckkräften und Biegemomenten standhält",ULJ
Stützpfeiler,ULJ
"Strukturstützobjekt zum Verlegen einer ebenen Oberfläche, die
Biegemomenten standhält",ULK
Rohplatte,ULK
Basismaterial,ULK
 Brückendeck,ULK
Betonplatte,ULK
 Platte,ULK
 Bodenplatte,ULK
Grundplatte,ULK
 Lochdeck,ULK
 Brett,ULK
"Strukturstützobjekt mit einer stehenden ebenen oder
gebogenen Oberfläche, die Biegemomenten standhält",ULL
Haltemauer,ULL
Stützmauer,ULL
 Gravitationsmauer,ULL
Spundwand,ULL
"Strukturstützobjekt mit einer ebenen oder gebogenen
Abtastebene Form zum Halten von Biegemomenten",ULM
Wandplatte,ULM
Betonelement,ULM
 Gegenwand,ULM
Fundamentwand,ULM
 tragende Wand,ULM
Wand,ULM
"Strukturstützobjekt mit einer ebenen oder gebogenen
Oberfläche, die Zugkräften standhält",ULN
Mantel,ULN
Bilgenplatte,ULN
 Rumpfplatte,ULN
 Schiffs-rumpfplatte,ULN
 tragende Schale,ULN
"Strukturstützobjekt mit einer gebogenen Oberflächenform, die
Biegemomenten standhält",ULP
Durchgehender Bogen,ULP
Dom,ULP
 Lamelle,ULP
 Rohrtunnel,ULP
Gewölbe,ULP
"Strukturstützobjekt mit einer flachen Oberflächenform, die
Lasten in Verbindungen verteilt",ULQ
Trageplatte,ULQ
Platte,ULQ
 Druckverteiler,ULQ
 Auflagekeil,ULQ
"Strukturstützobjekt mit einer gebogenen linearen Form, die
Zugkräften standhält",ULR
Tragseil,ULR
Halteobjekt zur Verstärkung,UM
Verstärkungsobjekt,UM
Verstärkungsobjekt in Form einer eingelassenen Stange,UMA
Verstärkte Stange,UMA
Verstärkungsbalken,UMA
 Felsanker,UMA
"Verstärkungsobjekt in Form eines eingelassenen Netzes oder
Stoffes",UMB
Verstärktes Netz,UMB
Betonstahlnetz,UMB
Verstärkungsobjekt in Form einer Masseschicht,UMC
Verstärkte Masseschicht,UMC
Pflasterverstärkung,UMC
Verstärkungsobjekt in Form einer eingelassenen Masse,UMD
Verstärkte Masse,UMD
Betoneinspritzung,UMD
 Kalksäule,UMD
Verstärkungsobjekt in Form einer Verschlussklappe,UME
Sicherheitsschließblech,UME
Verstärkungsobjekt in Form einer Zwischenfüllung,UMF
Spleißung,UMF
Spleißplatte,UMF
Verstärkungsobjekt zur vertikalen Dränage,UMG
Vertikaldrän,UMG
Verstärkungsobjekt in Form von Betonspritzen,UMH
Betonspritzen,UMH
Verstärkungsobjekt in Form von Betonauskleidung,UMJ
Betonauskleidung,UMJ
Verstärkungsobjekt in Form einer Versteifung,UMK
Versteifung,UMK
Stützpfeiler,UMK
 Widerlager,UMK
Strebebogen,UMK
 Rippe,UMK
Verstärkungsobjekt in Form einer Diagonalverbindung,UML
Diagonalverbindung,UML
Verstärkungsobjekt in Form von Kabeln,UMM
Stabilisierungskabel,UMM
Verstärkungsobjekt in Form einer horizontalen Schiene,UMN
Horizontalschiene,UMN
"Verstärkungsobjekt, mit dem aufgrund seines Gegengewichts
Boden stabilisiert wird",UMP
Erddruckwall,UMP
Halteobjekt zur Umrahmung anderer Objekte,UN
Umrahmungsobjekt,UN
Umrahmungsobjekt mit festem Rahmen,UNA
Fester Rahmen,UNA
Türrahmen,UNA
 Fensterrahmen,UNA
Umrahmungsobjekt mit unterstem Teil der Türfläche,UNB
Türschwelle,UNB
Umrahmungsobjekt mit beweglichem Rahmen,UNC
Beweglicher Rahmen,UNC
Fensterscheibenrahmen,UNC
"Umrahmungsobjekt zum Separieren eines Rahmens oder einer
Tür",UND
Fenstersprossenrahmen,UND
Fenstersprosse,UND
Halteobjekt mit nicht statischer Montage,UP
Fugenobjekt,UP
Fugenobjekt mit Lager,UPA
Lager,UPA
Kugellager,UPA
 Rollenlager,UPA
 Gleitlager,UPA
Fugenobjekt mit mechanischem Gelenk,UPB
Scharnier,UPB
elastische Lagerung,UPB
Dehnungsfuge,UPB
 Bewegungsfuge,UPB
Fugenobjekt mit chemischer Verbindung,UPC
Chemische Verbindung,UPC
Zement,UPC
 Strukturverbindung,UPC
Halteobjekt mit statischer Montage,UQ
Befestigungsobjekt,UQ
"Befestigungsobjekt mit steifen und permanenten mechanischen
Mitteln",UQA
Ankerplatte,UQA
Befestigungsschelle,UQA
 Nagel,UQA
 Niete,UQA
"Befestigungsobjekt mit steifen und reversiblen mechanischen
Mitteln",UQB
Bolzen,UQB
Befestigungsschelle,UQB
 Mutter,UQB
Schienenbefestigung,UQB
 Schraube,UQB
Befestigungsobjekt mit chemischer Verbindung,UQC
Chemische Verbindung,UQC
Schweißnaht,UQC
Halteobjekt zum Ausgleichen,UT
Ausgleichungsobjekt,UT
"Ausgleichungsobjekt zum Erzeugen einer profilierten
Oberfläche durch Hinzufügen von Material",UTA
Füllung,UTA
"Ausgleichungsobjekt zum Erzeugen einer profilierten
Oberfläche durch Entfernen von Material",UTB
Ausgrabung,UTB
Unterbau,UTB
Halteobjekt mit vorhandenem Boden,UU
Vorhandener Boden,UU
Bestehender Boden aus Fels,UUA
Fels,UUA
Bestehender Boden aus Reiberde,UUB
Reiberde,UUB
Bestehender Boden aus bindiger Erde,UUC
Bindige Erde,UUC
Bestehender Boden aus organischer Erde,UUD
Organische Erde,UUD
Bestehender Boden aus eingefülltem Material,UUE
Eingefülltes Material,UUE
Objekt zum Leiten von einem Ort zu einem anderen,W
Leitobjekt,W
Leitobjekt für elektrische Hochspannungsenergie,WB
Hochspannungsenergie-Leitobjekt,WB
Hochspannungsenergieleitobjekt mit Sammelschiene,WBA
Hochspannungssammelschiene,WBA
Hochspannungsenergieleitobjekt mit Kabel,WBB
